SA2,SA2 NAME,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19,2014-15,2015-16,2016-17,2017-18,2018-19
207011146,Ashburton (Vicnp),4640,4651,4646,4841,4892,45,45,46,46,46,388709486,408486037,427599723,451931977,470750756,56696,58828,60353,61321,62937,83774,87828,92036,93355,96229
207011147,Balwyn,10261,10452,10696,10868,11052,48,48,48,48,48,895675275,905623764,909433968,942647898,978070216,50688,51241,49615,50044,51902,87289,86646,85026,86736,88497
207011148,Balwyn North,12850,12925,13032,13438,13512,48,48,48,48,48,972303090,983290420,1033097204,1066494805,1116651925,50064,49933,50649,50469,52750,75666,76077,79274,79364,82641
207011149,Camberwell,13721,14108,14144,14527,14501,47,47,47,47,47,1333861389,1364915336,1361960842,1412564383,1471718734,56571,57906,57447,59133,61520,97213,96748,96292,97237,101491
207011150,Glen Iris - East,10586,10749,11196,11413,11555,46,46,46,46,46,977761020,1026806241,1094384139,1128482603,1180383194,60650,62276,63193,63403,65964,92364,95526,97748,98877,102153
207011151,Hawthorn,14708,15439,16493,17176,17287,36,36,37,38,38,1455175903,1576995805,1614755093,1708405084,1804137805,58682,60000,56500,57352,59945,98938,102144,97905,99465,104364
207011152,Hawthorn East,9582,10079,10389,10774,11148,40,39,39,39,39,884260111,957060212,983635617,1015585120,1075346253,57456,58996,60906,61766,62766,92283,94956,94680,94263,96461
207011153,Kew,16131,16559,16786,17113,17095,45,45,45,45,45,1669632041,1755834830,1824333977,1863730799,1923913619,58933,58373,59400,61588,64299,103505,106035,108682,108907,112542
207011154,Kew East,3997,4111,4185,4200,4272,46,46,47,47,46,334571336,349063968,365194287,374326079,396461672,55304,55346,56881,58226,60124,83706,84910,87263,89125,92805
207011155,Surrey Hills (West) - Canterbury,10672,10825,10940,11079,11103,48,48,48,48,48,1126180301,1202283969,1208700188,1277897863,1244517879,58633,60234,61533,63041,65212,105527,111065,110484,115344,112088
207021156,Bulleen,6515,6623,6722,6829,6946,46,46,47,47,47,400384754,414528485,417897834,436940744,457666405,44320,46574,45948,47352,49223,61456,62589,62169,63983,65889
207021157,Doncaster,12041,12401,12974,13582,14237,46,46,45,45,44,668817736,717954450,746446134,806236960,845497762,40116,39751,40490,41278,42170,55545,57895,57534,59361,59387
207021159,Templestowe,10676,10685,10665,10792,10914,48,49,49,49,49,784078443,787332107,789258754,819416553,873330191,47083,47574,47589,47638,49823,73443,73686,74005,75928,80019
207021160,Templestowe Lower,7979,7916,8015,8163,8144,47,47,47,47,47,474490137,483154510,498480211,511227682,531411670,43267,44684,45352,45926,48542,59467,61035,62193,62627,65252
207021424,Doncaster East (North),9147,9119,9355,9650,9886,47,47,47,47,47,522682295,532907636,550614075,577944249,598177901,41939,42121,42351,43211,45091,57142,58439,58858,59891,60508
207021425,Doncaster East (South),7537,7853,8008,8309,8612,44,44,43,43,43,396096102,426398262,437861403,457775867,488856872,40668,41824,40785,40689,42223,52554,54297,54678,55094,56765
207031161,Blackburn,12690,12890,13297,13726,14088,45,45,44,44,44,808487277,842769547,879027406,939869937,1002721718,47947,48742,48951,50380,52500,63711,65382,66107,68474,71176
207031162,Blackburn South,5944,5836,6011,6167,6283,45,45,45,45,45,351598492,353660262,363560686,380528502,406026759,46140,46584,46228,47174,49900,59152,60600,60483,61704,64623
207031163,Box Hill,10273,10405,11812,12330,12915,40,40,38,38,38,574787916,587900266,636211325,665514330,716762820,40894,41256,37979,37811,39731,55951,56502,53861,53975,55498
207031164,Box Hill North,9975,9990,10383,10768,11124,44,44,44,43,43,609294178,620804391,653032654,694026343,739440373,46155,46150,46114,46864,49538,61082,62143,62894,64453,66473
207031165,Burwood,5890,5971,6364,6815,7160,41,41,39,37,37,316447435,320313152,339222302,364396289,389826080,38188,37193,35735,35000,36278,53726,53645,53303,53470,54445
207031166,Burwood East,5904,5852,6049,6293,6275,43,44,44,43,43,298847373,303897513,314341183,336455730,340557935,39252,40087,39868,40641,41159,50618,51931,51966,53465,54272
207031167,Surrey Hills (East) - Mont Albert,6440,6444,6709,6842,6925,46,46,46,46,46,539411986,543123546,579429162,600035452,627006353,54341,56498,57439,57777,60668,83760,84284,86366,87699,90542
208011168,Beaumaris,8783,8965,9083,9252,9258,50,50,50,50,50,765865561,799614742,823588285,851754865,880248220,53975,54838,57104,57097,59983,87199,89193,90674,92062,95080
208011169,Brighton (Vicnp),15426,15761,16039,16312,16253,50,50,50,50,50,1958154251,2025717347,2063860976,2226296373,2240700604,65212,66607,66389,67255,69529,126939,128527,128678,136482,137864
208011170,Brighton East,9820,9874,10044,10278,10293,48,48,48,48,48,888683532,914268059,961509068,1031808263,1050939851,55531,57992,59126,59841,62676,90497,92593,95730,100390,102102
208011171,Cheltenham - Highett (West),6401,6647,7021,7219,7438,43,43,43,43,43,433766140,468465458,506625647,546962128,586614784,52148,54273,55336,57299,61107,67765,70478,72159,75767,78867
208011172,Hampton,10669,10845,11134,11338,11547,46,46,47,47,47,971516346,1022227949,1066320126,1143781398,1190343925,55957,56654,57701,59892,62000,91060,94258,95772,100880,103087
208011173,Sandringham - Black Rock,10464,10711,10925,11206,11359,49,49,49,49,50,962390057,999353879,1057551343,1131425195,1172903803,57931,59840,60421,61573,63236,91972,93302,96801,100966,103258
208021174,Bentleigh - McKinnon,13181,13323,13879,14517,15047,45,45,45,45,44,914048893,944580758,1011558092,1075314009,1163915094,51461,51938,53843,54863,57362,69346,70899,72884,74073,77352
208021176,Carnegie,10378,10625,10976,11438,11945,38,38,38,38,37,651720212,682596431,714430896,764891965,821610549,50787,51880,51864,52685,54084,62798,64244,65090,66873,68783
208021177,Caulfield - North,13383,13659,14098,14633,14662,41,41,41,40,39,1203099708,1241606257,1314700634,1354984128,1415250989,56837,57098,57450,58709,60528,89898,90900,93254,92598,96525
208021178,Caulfield - South,11184,11378,11673,11818,11675,45,45,45,45,45,849368743,908211645,941097376,978346776,999498852,52436,54611,55608,57298,59427,75945,79822,80622,82784,85610
208021179,Elsternwick,7263,7553,7717,7932,8120,42,42,42,41,41,610915124,645235509,691326961,716623663,744225392,56939,57884,59067,60327,63323,84113,85428,89585,90346,91653
208021180,Hughesdale,4171,4243,4410,4528,4600,40,40,39,39,40,255216099,268841521,286183161,302507830,313286133,51238,52498,52729,52692,54341,61188,63361,64894,66808,68106
208021181,Murrumbeena,5679,5828,5966,6136,6259,41,41,40,40,40,366430157,385877379,404959453,429264655,449869903,50812,52031,52454,54121,55451,64524,66211,67878,69958,71876
208021182,Ormond - Glen Huntly,7968,8270,8419,8869,9185,39,38,38,38,38,506140123,539965337,561562981,604421164,673769973,50001,51848,52289,52837,55022,63522,65292,66702,68150,73355
208021426,Bentleigh East (North),8409,8585,8799,9067,9401,44,44,44,44,44,528977309,559865462,583647220,622162473,666190272,49990,50451,52037,53612,55684,62906,65214,66331,68618,70864
208021427,Bentleigh East (South),7393,7676,7796,8086,8190,44,44,44,44,44,446274830,480909398,501742273,547607602,581029573,48549,50016,51321,53287,55132,60365,62651,64359,67723,70944
208031183,Aspendale Gardens - Waterways,5323,5311,5435,5541,5618,44,45,45,45,46,323069251,326468335,345398059,359484875,378036159,49997,50225,51133,51722,53498,60693,61470,63551,64877,67290
208031184,Braeside,156,146,160,156,138,50,51,52,52,52,14021828,11003261,11835721,13733148,11024833,52848,53537,50716,57749,64828,89884,75365,73973,88033,79890
208031185,Carrum - Patterson Lakes,7003,7089,7247,7302,7424,45,45,45,46,46,442438515,456324135,477213384,503438219,520598275,49498,50431,52287,54598,55429,63178,64371,65850,68945,70124
208031186,Chelsea - Bonbeach,7917,8143,8431,8610,8707,42,42,42,42,42,452360094,485442463,520285938,562655383,581452725,50685,52301,53769,55691,57912,57138,59615,61711,65349,66780
208031187,Chelsea Heights,2974,3004,3094,3158,3165,43,43,43,43,43,157711782,165531473,172252940,183493184,190720687,48902,49780,50537,52094,54284,53030,55104,55673,58104,60259
208031188,Cheltenham - Highett (East),12481,12965,13505,13946,14549,43,43,43,43,42,719154574,774175174,848554385,903333762,972375731,47510,49316,51032,53465,55868,57620,59713,62833,64774,66835
208031189,Edithvale - Aspendale,7489,7655,7770,7988,8202,44,44,44,44,44,473773478,500112411,526781822,568601482,609803309,51458,53438,54869,57916,59805,63263,65331,67797,71182,74348
208031190,Mentone,8021,8035,8337,8524,8596,44,44,44,44,44,508951471,527080188,558116391,580304638,620723232,50067,52057,52385,54225,57231,63452,65598,66945,68079,72211
208031191,Moorabbin - Heatherton,4996,5159,5288,5521,5592,43,43,43,43,43,295884174,315914714,330337951,354869409,379224910,48150,49514,50347,51528,54256,59224,61236,62469,64276,67816
208031192,Moorabbin Airport,np,np,7,8,8,np,np,53,54,53,np,np,468034,484008,991399,np,np,65632,50000,72075,np,np,66862,60501,123925
208031193,Mordialloc - Parkdale,11896,12059,12368,12671,13021,44,44,44,45,45,781638820,820363518,863286630,931093801,978312968,52765,53765,56029,58033,60719,65706,68029,69800,73482,75133
208041194,Malvern - Glen Iris,13436,13330,13978,14381,14437,43,44,43,43,43,1440512900,1469063578,1521823265,1641125724,1723656958,62130,63991,64668,66233,69729,107213,110207,108873,114118,119392
208041195,Malvern East,12787,12785,13497,13831,14094,44,44,44,43,43,1182093147,1179290255,1275748981,1364086512,1432975022,56252,57116,58012,59019,59487,92445,92240,94521,98625,101673
209011196,Bundoora - East,5376,5435,5474,5660,5821,42,42,43,42,42,272002638,285735382,292065118,317381454,335066046,42792,44344,44655,45700,47739,50596,52573,53355,56074,57562
209011197,Greensborough,12458,12637,12751,12960,13043,44,44,44,44,44,741169640,781743363,807242418,846828331,888741993,50539,52197,53472,54987,56606,59493,61861,63308,65342,68139
209011198,Heidelberg - Rosanna,8657,8921,9126,9515,9755,43,43,43,43,43,558481205,586400198,584375789,676675316,732130901,51489,52144,53646,56659,60604,64512,65733,64034,71117,75052
209011199,Heidelberg West,6651,7077,7362,7847,8179,38,37,37,37,37,337126468,372906591,400590743,441523083,474931189,43755,45343,46681,47865,49231,50688,52693,54413,56266,58067
209011200,Ivanhoe,7161,7458,7720,8123,8255,45,44,44,44,43,583034152,606660505,644240172,720547637,751862734,57643,57581,59140,61543,63441,81418,81344,83451,88705,91080
209011201,Ivanhoe East - Eaglemont,5298,5395,5450,5529,5519,49,49,49,49,49,524840185,545453741,572402023,606390147,615687218,59374,59785,60959,63761,67321,99064,101104,105028,109674,111558
209011202,Montmorency - Briar Hill,9773,9895,10034,10176,10215,45,44,45,45,45,627907675,639047259,688449195,720662690,763073424,51461,53139,54620,56972,58432,64249,64583,68612,70820,74701
209011203,Viewbank - Yallambie,10561,10730,10819,11003,11035,44,44,44,44,44,628649646,659552675,682611787,712086886,740911772,50285,51038,52582,53932,56529,59526,61468,63094,64718,67142
209011204,Watsonia,5160,5264,5290,5384,5516,42,42,42,42,42,294826372,307709913,317638064,331830644,355045244,50600,51999,53514,53672,56433,57137,58456,60045,61633,64366
209021205,Kingsbury,5173,5340,5665,6110,6278,40,40,40,38,38,290922728,307662374,321796386,347119725,362096331,40216,42174,41291,41039,42110,56239,57615,56804,56812,57677
209021207,Reservoir - East,13010,13550,14112,14937,15566,37,37,37,36,36,621304497,664167219,708110835,769211532,837120075,42222,43497,44424,45257,47487,47756,49016,50178,51497,53779
209021208,Reservoir - West,12189,12529,13053,13471,13801,39,39,39,39,39,611448066,649225466,694418903,742568481,788634443,43698,45033,46001,47756,48975,50164,51818,53200,55123,57143
209021428,Preston - East,10665,10976,11780,12110,12549,38,37,37,37,37,559434414,589822385,660714075,706823689,769622993,45001,46665,48132,49779,52263,52455,53737,56088,58367,61329
209021429,Preston - West,6763,7069,7332,7586,7839,40,40,40,40,40,387947028,420149983,447173594,483888704,515395421,48086,50124,50434,52506,54494,57363,59436,60989,63787,65748
209031209,Eltham,14689,14758,14815,15097,15220,46,47,47,47,47,979311447,1023645072,1054015571,1110138043,1158311878,51809,53864,55062,56728,58655,66670,69362,71145,73534,76105
209031210,Hurstbridge,2130,2153,2219,2210,2195,45,45,45,46,46,119175206,126285582,133103000,142094000,142026155,46366,50232,49592,53364,55808,55951,58656,59983,64296,64704
209031211,Kinglake,2103,2179,2261,2273,2329,45,45,45,45,45,107102393,113315859,122131304,125730844,134063877,44950,44441,45239,46711,48674,50928,52004,54016,55315,57563
209031212,Panton Hill - St Andrews,3146,3187,3291,3334,3317,48,49,49,49,49,195419234,202604070,212081215,227266251,225009152,44799,45846,48770,48745,50492,62117,63572,64443,68166,67835
209031213,Plenty - Yarrambat,6030,6076,6210,6316,6326,45,45,46,45,46,423195137,431876147,466127888,483790933,489333985,51794,53578,54993,57025,58178,70182,71079,75061,76598,77353
209031214,Research - North Warrandyte,4227,4256,4332,4456,4402,47,47,47,47,48,315188493,331606600,345296476,357249005,363843373,52005,53130,54167,55958,58242,74566,77915,79708,80173,82654
209031215,Wattle Glen - Diamond Creek,8608,8663,8903,9051,9167,44,44,44,45,45,536057248,554564331,585785721,613483231,650862767,51157,52615,53989,55982,58722,62274,64015,65796,67781,71001
209041216,Bundoora - North,3790,3949,4182,4373,4471,40,40,40,40,40,202697596,217014173,236533582,253480138,264323637,43518,45424,46226,47008,48434,53482,54954,56560,57965,59120
209041217,Bundoora - West,3238,3248,3388,3454,3521,41,41,41,40,40,152429365,156173036,162964058,172448618,181373375,42130,41924,41720,43578,45073,47075,48083,48100,49927,51512
209041219,Lalor,9732,10104,10618,11055,11440,38,38,38,37,37,428159147,455779435,493152930,528599722,561186680,39798,40712,41250,42243,43883,43995,45109,46445,47815,49055
209041220,Mill Park - North,10310,10320,10634,10733,10984,43,43,42,42,42,534235662,549250114,581880983,598222344,630422132,45765,46981,47643,49127,50871,51817,53222,54719,55737,57395
209041221,Mill Park - South,6729,6752,6851,6909,6918,42,41,41,41,41,334986479,344974486,356792074,369439064,379388816,45234,46317,47167,47934,48854,49783,51092,52079,53472,54841
209041223,Thomastown,9248,9241,9715,10049,10402,39,38,38,38,37,400877032,409154727,438450772,470369836,505935684,38981,39813,40228,41612,43212,43347,44276,45131,46808,48638
209041224,Wallan,8398,8838,9623,10316,11176,41,41,40,40,39,457691632,495508119,543511842,603662279,674638999,48940,50595,50913,52622,54135,54500,56066,56480,58517,60365
209041225,Whittlesea,4348,4375,4511,4724,4855,45,45,45,45,45,237870072,243484797,263533048,288641992,303874364,45045,46922,49063,50795,51318,54708,55654,58420,61101,62590
209041430,Doreen,10182,11056,12150,12892,13777,38,38,38,39,39,587841447,650765711,724492870,801401219,883536140,52095,52685,53676,55044,57126,57733,58861,59629,62163,64131
209041431,Epping - East,6722,6839,7110,7227,7269,39,39,39,39,39,317648215,336430323,356236491,377760788,397058027,42807,44370,44885,46641,49607,47255,49193,50104,52271,54623
209041432,Epping - South,4229,4321,4467,4538,4575,39,39,38,38,38,192886364,202230521,210307114,220306412,227446036,42028,42845,43097,43767,45580,45610,46802,47080,48547,49715
209041433,Epping - West,5258,5590,5988,6154,6376,35,36,36,37,37,270343594,291018926,317215692,334303227,354530870,47006,47317,48002,48478,50360,51416,52061,52975,54323,55604
209041434,Mernda,7418,8574,9985,10820,11828,36,36,36,36,37,413610855,478563095,565146649,634144756,719444686,50936,51103,51442,53190,54937,55758,55816,56600,58609,60826
209041435,South Morang (North),6484,6635,6953,7174,7361,38,39,39,39,40,363697980,384493562,412522522,439976356,460065112,50159,51714,52318,54061,55083,56092,57949,59330,61329,62500
209041436,South Morang (South),6465,6534,6787,6970,7125,40,40,40,40,40,338623539,350386851,376932621,397272713,416932045,47109,48548,49519,51029,52760,52378,53625,55537,56998,58517
209041437,Wollert,3573,4483,5750,6636,7985,33,34,34,35,35,186388825,234371407,305961884,369330257,455614503,48371,49098,48687,50802,51903,52166,52280,53211,55656,57059
210011226,Airport West,4251,4298,4480,4639,4842,41,41,41,41,41,239066339,252759567,272197583,294930254,315715682,50094,52329,53575,55912,58506,56238,58809,60758,63576,65204
210011227,Essendon Airport,np,np,18,19,18,np,np,48,46,53,np,np,724667,804752,860119,np,np,24967,27711,22966,np,np,40259,42355,47784
210011228,Keilor,5346,5346,5350,5470,5366,46,46,46,46,46,329167140,339366892,350594272,365174432,368956535,47982,49561,50448,52595,54647,61573,63481,65532,66759,68758
210011229,Keilor East,13972,14126,14568,14783,15130,44,44,44,44,44,785174913,827724399,878285678,929876935,979397953,46544,48332,49523,51798,53443,56196,58596,60289,62902,64732
210011230,Niddrie - Essendon West,4158,4191,4312,4434,4482,43,43,43,44,43,265328842,278856138,290829945,309563926,322799365,52604,54618,54804,56809,58938,63812,66537,67447,69816,72021
210011231,Strathmore,5902,5934,6132,6309,6429,46,46,46,46,46,415230315,439724720,460057343,494035131,516377414,53124,55979,56942,58830,60499,70354,74103,75026,78306,80320
210021232,Gisborne,7371,7619,7918,8095,8257,45,45,45,45,45,470203874,506894887,546427676,577065066,604983367,50001,52218,54505,55891,58611,63791,66530,69011,71287,73269
210021233,Macedon,2029,1998,2079,2125,2102,49,49,48,49,49,156046285,151700458,172212798,180413314,180783256,52309,53235,56058,58258,60690,76908,75926,82834,84900,86005
210021234,Riddells Creek,2488,2514,2567,2629,2656,46,46,46,46,47,149583117,153474834,161536011,172404448,177015584,49650,50967,52653,53730,54717,60122,61048,62928,65578,66647
